T Eprom Mprom Cv Xs Ub M2prom
1.84399 -265.384 136.97 68.2404 18.9945 0.664383 18795.8
1.84972 -264.932 136.753 71.8856 21.1512 0.664138 18740.5
1.85545 -264.422 136.568 73.552 22.2578 0.66402 18692.2
1.86119 -264.166 136.504 71.262 21.1088 0.664104 18672.6
1.86692 -263.67 136.275 74.8268 23.5384 0.663863 18614.7
1.87265 -263.368 136.166 73.6172 24.0707 0.663819 18586.2
1.87839 -262.856 135.995 76.1725 24.4484 0.66374 18540.5
1.88412 -262.55 135.91 77.3074 24.2374 0.663726 18517.1
1.88985 -262.083 135.693 76.7183 25.1182 0.663585 18460
1.89559 -261.48 135.468 77.7383 26.4002 0.663457 18401.5
1.90132 -260.984 135.291 80.6056 27.92 0.663287 18356.8
1.90705 -260.594 135.08 80.2599 28.8911 0.663135 18301.6
1.91279 -260.289 134.986 82.9996 29.9123 0.663067 18278.5
1.91852 -260.015 134.911 80.3131 31.0153 0.663036 18260.6
1.92425 -258.824 134.383 86.5304 33.9191 0.662585 18124.1
1.92999 -258.457 134.262 86.4644 33.6682 0.662533 18091.4
1.93572 -258.347 134.29 84.3086 31.0255 0.662785 18093.9
1.94145 -257.88 134.077 86.2991 33.4371 0.662494 18041.5
1.94719 -257.254 133.776 87.972 36.0478 0.662242 17966.2
1.95292 -257.047 133.703 89.5567 36.0869 0.662177 17947.1
1.95865 -256.536 133.474 88.9835 37.4293 0.661995 17888.5
1.96439 -255.848 133.166 90.5044 41.8115 0.661621 17815.4
1.97012 -255.458 133.082 90.2206 37.5545 0.661854 17784.9
1.97585 -254.265 132.548 95.6478 42.7001 0.661251 17653.3
1.98159 -253.89 132.425 96.9142 43.9518 0.661185 17623.5
1.98732 -253.561 132.249 98.1898 46.8536 0.660928 17582.8
1.99305 -252.818 131.907 99.0602 49.0754 0.660642 17497.3
1.99879 -252.638 131.734 101.969 55.3491 0.660164 17464.6
2.00452 -251.854 131.437 104.06 55.7008 0.659938 17387.2
2.01025 -251.591 131.417 100.518 51.6021 0.660247 17374.2
2.01599 -251.072 131.112 103.935 55.7363 0.65972 17302.7
2.02172 -250.168 130.695 105.628 61.0937 0.659369 17204.7
2.02745 -249.356 130.384 107.161 61.3112 0.659085 17124.3
2.03319 -248.914 130.192 107.721 60.0548 0.659086 17072
2.03892 -248.197 129.878 107.315 63.1546 0.658818 16997.1
2.04465 -247.739 129.636 109.753 66.5005 0.658444 16941.5
2.05039 -246.822 129.2 112.766 70.3602 0.657869 16836.9
2.05612 -246.624 129.081 113.363 71.3775 0.65774 16808.7
2.06185 -245.08 128.379 117.134 75.1773 0.65706 16636.1
2.06759 -245.373 128.512 116.757 73.0753 0.657194 16666.5
2.07332 -244.217 127.802 120.348 84.2005 0.656153 16507.9
2.07905 -243.326 127.489 123.163 85.1059 0.655806 16430.5
2.08479 -243.141 127.389 122.946 86.6806 0.655705 16408.6
2.09052 -242.073 126.67 125.895 95.7993 0.654474 16245.5
2.09625 -241.526 126.526 125.364 93.0843 0.654591 16204
2.10199 -240.584 125.929 128.874 105.34 0.653576 16079.5
2.10772 -239.772 125.607 129.021 105.236 0.653369 15998.8
2.11345 -238.91 125.109 131.461 113.119 0.65245 15891.4
2.11919 -238.534 124.94 129.245 108.817 0.652508 15840.6
2.12492 -238.025 124.69 130.655 113.607 0.652187 15789
2.13065 -236.762 123.908 136.146 122.975 0.650848 15615.2
2.13639 -236.665 123.878 136.871 124.655 0.650788 15612.1
2.14212 -235.242 123.241 139.583 127.124 0.650015 15460.6
2.14785 -234.817 122.935 136.098 131.243 0.649606 15395
2.15359 -234.089 122.54 139.439 136.023 0.648963 15309
2.15932 -233.494 122.1 141.913 146.706 0.647902 15225.1
2.16505 -232.421 121.416 144.717 150.392 0.64694 15067.4
2.17079 -231.447 120.889 147.596 160.348 0.645918 14962.3
2.17652 -231.182 120.674 148.874 159.826 0.645537 14910.2
2.18225 -230.298 120.241 149.038 163.669 0.644924 14815
2.18799 -229.144 119.473 150.717 179.112 0.643187 14665.7
2.19372 -228.291 118.982 154.563 179.24 0.642466 14549.9
2.19945 -227.672 118.439 154.843 193.351 0.641206 14453
2.20519 -226.858 118.125 153.972 191.984 0.641204 14376.9
2.21092 -225.453 117.379 153.153 191.273 0.64026 14200.6
2.21665 -224.937 116.985 158.562 204.174 0.63893 14138
2.22239 -224.818 116.875 154.827 200.571 0.638954 14105.6
2.22812 -223.443 116.172 158.904 210.617 0.637595 13965.3
2.23385 -222.894 115.52 159.292 217.042 0.636054 13829.8
2.23959 -221.505 114.7 165.412 230.177 0.634061 13671.5
2.24532 -220.611 114.182 166.139 234.798 0.633115 13564.7
2.25105 -219.335 113.276 164.818 239.235 0.631712 13370
2.25679 -218.67 112.798 168.511 252.613 0.629995 13293.5
2.26252 -217.414 112.029 166.846 259.647 0.628802 13137.9
2.26825 -216.868 111.636 169.876 256.562 0.627859 13044.5
2.27399 -215.444 110.708 167.432 266.043 0.626184 12861.2
2.27972 -215.293 110.654 167.843 267.993 0.62589 12855.3
2.28545 -214.2 110.019 165.911 264.762 0.624985 12709.3
2.29119 -212.844 109.071 168.793 278.207 0.623015 12533.9
2.29692 -212.16 108.389 171.088 290.661 0.620429 12415.8
2.30265 -211.654 107.98 174.203 299.082 0.619004 12348.4
2.30839 -209.708 106.682 172.313 301.543 0.617052 12077.1
2.31412 -209.052 106.175 173.664 308.865 0.615199 11987.8
2.31985 -208.367 105.601 175.481 324.9 0.613375 11905.3
2.32559 -207.302 104.783 173.068 330.918 0.611396 11749
2.33132 -206.628 104.431 176.707 329.366 0.610269 11673.7
2.33705 -205.091 103.057 175.733 341.69 0.606905 11419.3
2.34279 -205.139 103.287 174.803 336.353 0.607824 11456.1
2.34852 -203.369 101.853 174.945 353.673 0.603519 11204.7
2.35425 -202.164 100.866 173.864 363.473 0.600852 11029.7
2.35999 -201.893 100.651 175.915 364.152 0.600154 10990
2.36572 -200.765 100.057 171.779 358.052 0.599779 10858.4
2.37145 -199.593 99.2198 174.9 369.069 0.59661 10719.8
2.37719 -198.856 98.5806 180.584 379.83 0.593853 10621.1
2.38292 -197.819 97.6834 170.855 380.825 0.59255 10449.5
2.38865 -196.895 97.2036 170.907 376.225 0.591889 10347.2
2.39439 -196.564 96.4524 173.279 394.387 0.587437 10247.4
2.40012 -195.523 96.282 171.69 380.555 0.589017 10183.6
2.40585 -193.826 94.7328 171.989 394.422 0.583566 9923.22
2.41159 -193.655 94.337 171.129 401.351 0.581109 9867.36
2.41732 -192.924 93.8038 172.847 405.681 0.579295 9779.81
2.42305 -191.907 92.902 170.339 408.302 0.576789 9620.12
2.42879 -190.655 92.209 169.245 409.967 0.575042 9498.22
2.43452 -190.242 91.8744 169.07 411.436 0.573797 9442.55
2.44025 -189.017 90.7332 170.931 417.435 0.568702 9251.16
2.44599 -187.684 90.1832 164.843 412.369 0.568928 9141.66
2.45172 -187.271 89.33 166.943 417.775 0.564706 9004.12
2.45745 -185.744 88.198 167.961 425.845 0.560047 8825.38
2.46319 -185.396 88.4504 163.012 412.798 0.563381 8840.27
2.46892 -184.073 87.0082 165.982 432.769 0.556033 8638.9
2.47465 -182.793 85.9864 165.354 429.804 0.553223 8457.28
2.48039 -182.588 85.8826 159.273 428.318 0.553245 8438.21
2.48612 -181.741 85.4016 158.382 426.75 0.552471 8354.39
2.49185 -180.267 84.034 157.517 430.841 0.546464 8135.31
2.49759 -179.874 83.5434 158.326 438.583 0.543605 8074.9
2.50332 -178.932 82.571 155.557 435.678 0.539827 7908.61
2.50905 -178.058 81.9142 153.528 435.47 0.537973 7802.55
2.51479 -177.124 81.1158 150.772 435.702 0.535054 7675.47
2.52052 -175.512 80.2228 155.911 436.101 0.530284 7534.9
2.52625 -174.814 79.3878 153.595 440.893 0.52515 7416.23
2.53199 -174.647 78.8984 151.475 441.261 0.523124 7342.22
2.53772 -174.195 78.7074 152.114 442.873 0.521972 7318.74
2.54345 -173.393 77.9348 150.574 443.381 0.518599 7201.55
2.54919 -172.384 77.0918 149.686 445.507 0.514155 7078.83
2.55492 -170.901 76.0594 147.007 440.066 0.510488 6909.37
2.56065 -171.109 75.8498 148.247 445.663 0.507763 6894.38
2.56639 -169.15 74.3904 145.253 436.443 0.502769 6654.01
2.57212 -168.822 74.5344 142.496 432.486 0.506383 6667.78
2.57785 -167.82 73.2664 141.483 441.651 0.496396 6506.48
2.58359 -167.307 73.0816 142.758 430.635 0.497545 6453.5
2.58932 -166.37 72.5248 142.596 433.678 0.492903 6382.78
2.59505 -165.286 71.4114 137.57 431.864 0.488637 6220.3
2.60079 -165.13 70.6384 139.585 439.248 0.480866 6132.17
2.60652 -163.915 69.9426 130.711 424.962 0.482628 5999.64
2.61225 -163.503 69.413 134.496 432.112 0.476712 5946.95
2.61799 -162.572 69.0002 131.241 428.462 0.473432 5882.74
2.62372 -162.634 68.6652 133.233 435.863 0.468131 5858.49
2.62945 -161.341 67.904 128.341 427.571 0.470427 5735.23
2.63519 -160.136 66.296 129.951 427.905 0.45485 5522.77
2.64092 -160.707 67.3696 127.553 422.453 0.465809 5654.33
2.64665 -159.102 66.292 127.132 419.664 0.460622 5505.33
2.65239 -158.609 65.6008 126.978 417.013 0.45489 5409.54
2.65812 -158.038 65.2296 126.62 423.478 0.450297 5380.55
2.66385 -156.644 63.956 122.184 414.98 0.443891 5195.82
2.66959 -156.517 63.9944 123.187 410.183 0.444752 5190.3
2.67532 -155.896 63.4118 121.363 405.777 0.442402 5106.64
2.68105 -154.891 62.3384 120.367 409.365 0.433012 4983.6
2.68679 -154.142 61.6402 118.339 401.408 0.427521 4878.01
2.69252 -153.815 61.6668 115.384 389.777 0.434668 4852.28
2.69825 -152.252 60.266 115.571 393.555 0.419636 4693.9
2.70399 -152.68 60.4074 110.842 395.836 0.42477 4719.39
2.70972 -151.812 60.1974 113.449 393.421 0.42013 4689.79
2.71545 -150.847 59.3258 111.952 388.029 0.41294 4573.22
2.72119 -149.895 58.5168 110.863 379.41 0.407496 4456.66
2.72692 -149.408 57.6436 108.248 380.012 0.401509 4359.05
2.73265 -149.17 58.018 108.494 375.219 0.407615 4391.43
2.73839 -148.555 57.303 107.59 373.949 0.399392 4307.65
2.74412 -147.661 56.738 107.095 367.175 0.398756 4226.77
2.74985 -146.846 55.377 104.6 372.782 0.377921 4091.71
2.75559 -146.703 56.3716 105.679 366.444 0.394454 4187.52
2.76132 -145.953 54.7796 101.281 358.229 0.379186 3989.99
2.76705 -145.178 54.327 98.4712 349.68 0.381827 3919.01
2.77279 -144.728 54.1742 99.1278 348.111 0.3754 3900.08
2.77852 -144.598 53.9756 100.494 353.251 0.37165 3894.88
2.78425 -143.144 53.0632 98.9512 342.598 0.367689 3769.58
2.78999 -143.288 53.107 99.1224 344.801 0.370434 3782.34
2.79572 -142.67 52.7908 97.5776 342.834 0.368903 3745.34
2.80145 -142.13 52.2096 97.5187 339.535 0.357768 3677.03
2.80719 -140.82 51.2176 94.08 333.167 0.348614 3558.5
2.81292 -140.125 50.4688 93.4949 329.007 0.344799 3472.57
2.81865 -140.699 50.709 91.9827 327.89 0.348367 3495.61
2.82439 -139.668 49.867 92.3851 330.788 0.332351 3420.99
2.83012 -139.665 49.854 90.7062 323.421 0.338268 3400.74
2.83585 -138.964 49.7146 90.438 325.308 0.334771 3394.07
2.84159 -138.398 49.6652 90.5739 313.744 0.337465 3358.16
2.84732 -137.535 48.5344 89.0538 311.503 0.328433 3242.54
2.85305 -137.141 47.9558 89.5065 314.67 0.314955 3197.53
2.85879 -136.191 47.5886 84.1746 298.446 0.324494 3117.87
2.86452 -135.767 47.1304 86.7548 301.069 0.31538 3083.69
2.87025 -135.451 46.9428 84.6924 303.634 0.312277 3075.13
2.87599 -134.963 46.5434 84.9823 301.271 0.306796 3032.74
2.88172 -134.063 45.8306 81.7669 287.916 0.302794 2930.14
2.88745 -133.796 46.2354 82.2064 293.732 0.304075 2985.85
2.89319 -133.226 45.2274 81.4136 286.168 0.291214 2873.46
2.89892 -132.914 44.701 79.4544 283.794 0.282674 2820.87
2.90465 -132.748 45.0158 78.8274 276.496 0.300125 2829.55
2.91039 -132.642 44.6028 80.2371 283.81 0.283465 2815.4
2.91612 -131.91 44.074 75.8139 271.691 0.287474 2734.8
2.92185 -131.438 43.9294 77.4901 271.095 0.285601 2721.89
2.92759 -131.016 43.732 76.977 269.724 0.278105 2702.13
2.93332 -130.186 43.2886 76.5205 267.443 0.276749 2658.4
2.93905 -129.502 42.4892 73.7429 259.701 0.274055 2568.61
2.94479 -129.764 42.8072 73.5225 260.513 0.27836 2599.61
2.95052 -129.086 42.2234 73.5328 259.756 0.263201 2549.23
2.95625 -128.41 41.7198 73.6482 254.286 0.258339 2492.28
2.96199 -128.549 41.6246 72.4316 254.749 0.256625 2487.17
2.96772 -127.914 41.4702 72.6029 250.287 0.257943 2462.56
2.97345 -127.293 41.2928 71.6205 247.829 0.259605 2442
2.97919 -126.622 40.5842 71.641 247.229 0.240808 2383.62
2.98492 -126.711 40.8058 70.9533 244.383 0.248493 2394.58
2.99065 -125.915 40.3912 68.9319 239.053 0.248328 2346.37
2.99639 -125.81 40.11 69.0875 235.874 0.242704 2315.58
3.00212 -125.742 40.0998 69.4635 234.331 0.246181 2311.48
3.00785 -124.821 39.3776 68.7033 229.43 0.241129 2240.69
3.01359 -124.611 39.611 67.0208 226.761 0.247565 2252.4
3.01932 -124.053 38.8624 66.1858 228.435 0.230041 2200
3.02505 -123.373 38.4792 65.6981 221.989 0.230329 2152.18
3.03079 -123.022 37.776 65.5267 221.455 0.207648 2098.21
3.03652 -122.514 38.0646 63.2211 212.777 0.231281 2095.02
3.04225 -122.58 38.004 64.6929 213.973 0.225505 2095.26
3.04799 -121.878 37.891 62.1025 214.615 0.224646 2089.87
3.05372 -121.733 37.2562 61.4022 213.348 0.207946 2039.53
3.05945 -121.357 36.9902 61.5819 210.075 0.214418 2010.99
3.06519 -121.276 37.15 63.0214 209.999 0.206488 2023.81
3.07092 -120.903 36.9132 62.6523 211.472 0.197271 2012
3.07665 -119.758 36.219 60.0558 197.715 0.207744 1920.12
3.08239 -120.188 36.5138 60.5395 205.681 0.203465 1967.25
3.08812 -119.245 35.9838 60.2194 199.247 0.196683 1910.13
3.09385 -119.052 36.04 60.0284 198.223 0.200535 1912.15
3.09959 -118.536 35.7038 59.3852 193.633 0.196603 1874.94
3.10532 -118.198 35.6082 59.1559 191.615 0.19373 1862.97
3.11105 -117.824 35.3046 58.7948 190.318 0.193213 1838.51
3.11679 -117.983 35.1968 57.1239 188.851 0.195219 1827.42
3.12252 -116.8 34.6396 58.5054 190.922 0.168908 1796.06
3.12825 -117.179 34.8426 56.7318 184.432 0.192835 1790.96
3.13399 -116.849 34.7452 56.2207 182.402 0.197255 1778.87
3.13972 -116.113 33.9178 56.2655 179.541 0.175551 1714.12
3.14545 -115.456 33.4804 55.4517 176.769 0.160911 1676.96
3.15119 -115.614 34.127 55.4196 178.986 0.182211 1728.67
3.15692 -115.27 33.8004 54.5059 174.054 0.178795 1691.94
3.16265 -114.886 33.33 52.667 170.929 0.172596 1651.48
3.16839 -114.579 33.4938 52.3194 170.627 0.179414 1662.45
3.17412 -114.026 33.059 54.0205 168.597 0.173327 1628.04
3.17985 -113.633 33.0702 53.4193 167.612 0.170197 1626.62
3.18559 -113.848 32.8624 54.4166 165.567 0.170168 1607.36
3.19132 -113.098 32.4904 52.9251 163.805 0.152598 1578.38
3.19705 -113.659 32.9702 51.5661 168.806 0.166841 1626.72
3.20279 -112.898 32.7354 51.9814 162.667 0.173958 1592.59
3.20852 -112.456 32.5092 52.1536 163.594 0.152356 1581.74
3.21425 -112.399 32.4476 51.6487 161.181 0.153613 1570.92
3.21999 -111.663 31.9422 50.8829 158.526 0.159191 1530.76
3.22572 -111.437 31.4948 49.3952 155.133 0.148068 1492.34
3.23145 -111.024 31.498 49.4672 153.032 0.150543 1486.64
3.23719 -110.636 31.3904 49.4453 154.773 0.142979 1486.38
3.24292 -110.917 31.3268 49.3514 151.635 0.146014 1473.11
3.24865 -110.734 31.1706 49.6699 149.727 0.150138 1458.02
3.25439 -110.126 31.0402 47.7056 148.551 0.14445 1446.94
3.26012 -109.452 30.8776 47.9204 147.344 0.136972 1433.78
3.26585 -109.644 30.7618 47.7739 146.059 0.147407 1423.3
3.27159 -109.322 30.7384 48.457 147.197 0.139779 1426.42
3.27732 -109.125 30.4918 49.1894 145.028 0.129058 1405.05
3.28305 -108.756 30.3114 46.2777 142.328 0.131795 1386.05
3.28879 -108.354 30.3304 46.8418 141.56 0.140069 1385.5
3.29452 -107.897 29.864 46.2863 139.402 0.125952 1351.12
3.30025 -107.807 30.0534 46.5182 135.18 0.150645 1349.33
3.30599 -107.562 29.9536 45.9426 137.374 0.144827 1351.38
3.31172 -107.525 29.705 46.2591 134.925 0.141188 1329.22
3.31745 -106.303 29.5798 44.9743 131.427 0.145738 1310.97
3.32319 -106.946 29.0688 44.6313 130.917 0.126558 1280.06
3.32892 -106.003 29.2696 45.5038 129.987 0.131105 1289.43
3.33465 -105.894 29.108 43.5335 128.611 0.136281 1276.15
3.34039 -106.142 28.916 44.4433 131.356 0.121093 1274.91
3.34612 -105.547 29.5494 43.0291 129.918 0.146273 1307.89
3.35185 -105.372 28.6562 43.7971 127.385 0.113224 1248.15
3.35759 -105.171 28.8726 42.8836 125.142 0.123587 1253.8
3.36332 -104.654 28.6676 43.525 125.211 0.126798 1242.96
3.36905 -104.792 28.3796 43.2534 123.649 0.119675 1221.98
3.37479 -104.183 28.6654 43.6284 125.781 0.123765 1246.19
3.38052 -104.432 28.279 43.6813 123.775 0.0993467 1218.12
3.38625 -104.108 28.0682 42.2635 122.148 0.0951814 1201.45
3.39199 -103.582 28.1422 42.7 119.627 0.126417 1197.76
3.39772 -103.436 27.5922 41.7561 119.177 0.11587 1166.26
3.40345 -102.754 27.8268 41.445 117.64 0.1197 1174.71
3.40919 -102.784 27.641 40.3521 114.906 0.11999 1155.76
3.41492 -102.634 27.6188 41.1878 115.256 0.1154 1156.39
3.42065 -101.973 27.3692 41.3532 114.905 0.101651 1142.12
3.42639 -102.005 27.4238 40.5352 115.264 0.121406 1147
3.43212 -101.951 27.4602 40.1821 113.164 0.111085 1142.45
3.43785 -101.282 26.9356 39.784 110.623 0.115934 1105.83
3.44359 -101.095 27.1676 39.5547 116.323 0.0878874 1138.65
3.44932 -100.836 26.8872 39.3221 109.468 0.101861 1100.51
3.45505 -100.642 26.951 39.8639 110.028 0.100567 1106.51
3.46079 -100.565 26.8796 38.4784 108.265 0.114378 1097.2
3.46652 -100.013 26.9832 39.1379 109.478 0.10835 1107.6
3.47225 -100.206 26.4724 38.6563 105.527 0.110524 1067.2
3.47799 -99.352 26.5084 38.0953 108.461 0.0835865 1079.92
3.48372 -99.5556 26.3066 37.4213 104.13 0.101431 1054.8
3.48945 -99.2064 26.1876 37.0901 103.912 0.0975214 1048.38
3.49519 -98.8796 26.0278 37.2929 102.025 0.114767 1034.04
3.50092 -98.9516 26.0014 37.1527 104.856 0.0757935 1043.16
3.50665 -99.0656 26.4852 36.8209 104.462 0.0984201 1067.78
3.51239 -98.714 26.1864 37.7268 101.88 0.110704 1043.57
3.51812 -98.3248 25.9606 36.658 103.505 0.0862285 1038.1
3.52385 -97.9004 25.6642 36.1597 96.6866 0.108049 999.36
3.52959 -98.3248 26.1058 36.5663 102.134 0.100652 1042
3.53532 -97.6132 25.5114 35.8588 98.5563 0.076592 999.26
3.54105 -97.5036 25.4956 37.2821 100.557 0.0699722 1006.1
3.54679 -97.5296 25.544 36.2657 98.5598 0.0925281 1002.07
3.55252 -97.066 25.3532 36.2003 97.3009 0.0765227 988.448
3.55825 -96.506 25.2976 35.4279 94.4392 0.113633 976.007
3.56399 -96.3876 25.1854 36.1021 95.9952 0.0842622 976.43
3.56972 -96.7564 25.3138 36.0628 95.9952 0.0878609 983.464
3.57545 -96.0628 24.9172 35.5827 94.0422 0.0754616 957.11
3.58119 -95.8576 25.2182 36.0027 94.8161 0.0946805 975.512
3.58692 -96.228 25.351 35.2845 94.8201 0.099094 982.785
3.59265 -95.4528 24.8546 34.8095 92.4103 0.0805914 949.749
3.59839 -95.4964 24.87 35.0036 92.9094 0.0718854 952.841
3.60412 -94.588 24.398 34.6422 88.5989 0.0794411 914.583
3.60985 -94.5656 24.4908 34.0401 88.6709 0.0991672 919.888
3.61559 -94.9432 24.4554 34.0556 88.1265 0.0896704 916.696
3.62132 -94.8996 24.5076 33.5826 88.2006 0.0829495 920.025
3.62705 -93.9492 24.4348 33.6928 87.0052 0.0939436 912.632
3.63279 -94.2104 24.4066 33.9192 88.9378 0.0859121 918.774
3.63852 -93.6704 24.1788 32.9456 85.0634 0.0822045 894.119
3.64425 -93.7692 23.9384 32.9611 85.6231 0.056619 885.079
3.64999 -93.288 23.8242 32.4875 85.1352 0.0754683 878.335
3.65572 -93.0476 24.1996 32.4829 83.5507 0.0893152 891.058
3.66145 -93.1072 23.9858 32.6656 86.6415 0.0547697 892.552
3.66719 -92.3908 23.7396 32.1683 82.763 0.0836115 867.076
3.67292 -92.9004 23.9722 32.3593 84.0429 0.0873396 883.349
3.67865 -92.4824 23.985 32.7566 84.6978 0.064509 886.854
3.68439 -92.1656 23.8112 31.953 81.947 0.097115 868.898
3.69012 -91.982 23.6628 32.3677 82.5903 0.0639131 864.696
3.69585 -92.2012 23.8532 31.9852 82.5674 0.0811944 874.132
3.70159 -91.1988 23.471 31.3126 79.3707 0.090277 844.685
3.70732 -91.1108 23.3668 31.1749 80.2758 0.0647312 843.615
3.71305 -91.5048 23.5136 31.2997 80.6425 0.064644 852.319
3.71879 -91.346 23.6292 32.2261 81.0895 0.0790607 859.894
3.72452 -91.2448 23.6624 31.5526 78.5924 0.0814966 852.628
3.73025 -90.248 23.2732 31.1114 78.3207 0.070472 833.798
3.73599 -90.4264 23.1958 30.5188 76.2408 0.0957044 822.88
3.74172 -90.176 23.2022 31.3307 77.5175 0.0882724 828.391
3.74745 -90.3832 23.1844 30.6372 76.1066 0.0914973 822.722
3.75319 -90.1072 22.8218 30.5464 76.1498 0.0567581 806.639
3.75892 -89.9708 23.1628 29.9194 74.3062 0.0991837 815.826
3.76465 -89.7812 22.9118 29.9507 76.1522 0.0720242 811.637
3.77039 -89.6604 23.1396 29.5239 76.1004 0.0858291 822.369
3.77612 -89.4592 22.9232 29.5065 74.5787 0.0873645 807.091
3.78185 -89.2164 23.0628 28.9274 75.1638 0.0772876 816.151
