T Eprom Mprom Cv Xs Ub M2prom
2.32605 -797.01 364.424 872.964 4575.48 0.600215 143448
2.32892 -794.425 360.517 859.157 4753.96 0.597695 141044
2.33179 -791.106 356.61 851.302 4804.18 0.595003 138373
2.33465 -789.856 354.68 849.95 4917.54 0.592624 137278
2.33752 -787.194 352.266 826.838 4885.67 0.592224 135512
2.34039 -783.508 346.641 845.324 5113.25 0.586103 132127
2.34325 -780.584 344.314 869.818 5195.11 0.584624 130725
2.34612 -778.866 342.702 863.339 5282.3 0.583233 129837
2.34899 -777.442 340.231 839.204 5069.77 0.582517 127666
2.35185 -773.404 335.792 856.404 5362.99 0.577314 125370
2.35472 -771.338 334.701 852.939 5271.16 0.577177 124437
2.35759 -769.224 331.118 835.666 5269.46 0.575447 122062
2.36045 -767.66 329.032 853.655 5444.06 0.571516 121113
2.36332 -764.785 325.34 845.903 5514.9 0.567039 118879
2.36619 -763.091 323.278 834.98 5543.67 0.566368 117626
2.36905 -761.5 321.406 844.019 5525.46 0.564846 116392
2.37192 -758.102 317.597 845.887 5612.93 0.560708 114182
2.37479 -755.261 313.92 868.493 5692.8 0.555765 112065
2.37765 -752.832 310.794 831.019 5718.01 0.554539 110188
2.38052 -750.289 306.512 810.563 5641.59 0.55083 107380
2.38339 -748.865 303.667 819.823 5856.77 0.545668 106172
2.38625 -747.428 304.024 825.466 5750.92 0.5473 106154
2.38912 -742.794 298.275 798.669 5764.45 0.54269 102740
2.39199 -740.478 294.727 815.563 5800.3 0.539463 100738
2.39485 -738.525 293.473 818.368 5983.72 0.534695 100457
2.39772 -736.486 289.715 797.313 5868.65 0.531779 98006
2.40059 -735.693 288.114 811.769 6001.63 0.52797 97416.9
2.40345 -734.071 287.815 789.273 5758.53 0.531669 96677.7
2.40632 -732.054 284.243 786.315 5884.15 0.526141 94953.3
2.40919 -727.807 279.664 766.478 5853.71 0.520163 92314.6
2.41205 -726.762 277.895 793.977 5940.47 0.516951 91554.4
2.41492 -723.991 274.646 759.847 5830.52 0.516029 89510.8
2.41779 -721.744 272.135 747.392 5895.53 0.511422 88311.6
2.42065 -719.823 270.446 757.473 5810.16 0.510582 87205.6
2.42352 -717.67 265.34 769.292 6006.29 0.499839 84961.6
2.42639 -716.35 263.833 755.013 5959.18 0.499068 84067.1
2.42925 -712.671 258.369 752.664 5937.72 0.491853 81178.6
2.43212 -710.382 256.013 750.53 5978.87 0.487185 80084.2
2.43499 -707.296 253.174 729.771 5854.82 0.486189 78353.4
2.43785 -705.852 250.424 717.979 5802.1 0.481233 76856.7
2.44072 -707.256 250.428 727.184 5948.12 0.478669 77231.7
2.44359 -702.046 244.949 737.025 5890.06 0.469774 74393.1
2.44645 -700.848 245.916 740.733 5838.64 0.472459 74758.5
2.44932 -698.144 241.148 727.631 5875.87 0.463012 72544.1
2.45219 -696.3 238.503 690.023 5712.02 0.463683 70890.8
2.45505 -694.876 237.498 706.36 5770.17 0.459583 70571.4
2.45792 -692.792 234.087 706.906 5737.32 0.453127 68898.6
2.46079 -691.154 230.987 677.847 5732.74 0.448428 67462.2
2.46365 -688.616 228.076 692.449 5700.65 0.443351 66063.3
2.46652 -687.903 227.188 675.727 5616.41 0.441935 65467.3
2.46939 -686.777 226.199 675.27 5711.36 0.439625 65269.5
2.47225 -681.064 219.888 664.658 5487.72 0.429369 61917.8
2.47512 -679.609 218.405 672.901 5513.82 0.42448 61347.9
2.47799 -679.043 215.999 662.696 5495.01 0.418567 60272
2.48085 -677.782 215.543 649.477 5363.14 0.425268 59763.8
2.48372 -674.437 212.413 631.005 5343.93 0.417153 58392.3
2.48659 -672.958 210.062 634.875 5346.81 0.410523 57421.4
2.48945 -671.47 207.244 629.158 5267.05 0.406041 56062.2
2.49232 -669.361 205.827 622.879 5173.56 0.404985 55258.8
2.49519 -668.374 205.195 608.42 5182.83 0.405649 55037.2
2.49805 -665.022 199.881 612.103 5152.39 0.387995 52823.4
2.50092 -665.717 201.033 609.735 5168.23 0.396334 53339.6
2.50379 -662.244 197.202 618.373 5078.51 0.381843 51604.1
2.50665 -659.447 194.253 601.138 4922.25 0.37924 50072.6
2.50952 -659.412 193.636 589.226 4972.41 0.381373 49973.1
2.51239 -657.188 188.679 595.151 4939.27 0.360891 48009
2.51525 -655.174 189.215 567.472 4788.52 0.373036 47846.7
2.51812 -654.116 186.132 593.057 4874.57 0.352136 46919.7
2.52099 -651.474 182.994 582.2 4767.88 0.34689 45506.5
2.52385 -651.418 184.477 580.637 4747.15 0.355373 46012.7
2.52672 -649.821 181.953 570.603 4697 0.348541 44975
2.52959 -647.601 180.722 572.753 4629.64 0.351365 44371.6
2.53245 -645.7 177.241 574.83 4545.44 0.335943 42925.5
2.53532 -644.138 176.014 552.402 4507.75 0.339135 42409.5
2.53819 -642.522 175.525 557.888 4475.66 0.332588 42169.1
2.54105 -642.186 172.973 550.513 4473.62 0.327192 41287.4
2.54392 -638.943 171.939 544.43 4357.95 0.330765 40649.4
2.54679 -638.272 168.7 526.264 4315.52 0.319022 39450.4
2.54965 -637.008 167.329 545.375 4318.49 0.307095 39009.5
2.55252 -634.928 165.428 521.543 4208.83 0.30899 38109.4
2.55539 -633.353 165.459 509.913 4113.94 0.317713 37889.5
2.55825 -631.061 161.667 528.459 4132.19 0.293238 36707.3
2.56112 -629.616 159.943 526.81 4029.9 0.294959 35902.7
2.56399 -626.804 158.445 509.463 3956.6 0.290333 35249.4
2.56685 -626.364 157.039 500.973 3879.85 0.288161 34620.2
2.56972 -625.142 156.493 515.259 3982.25 0.275946 34723.3
2.57259 -625.892 156.124 514.5 3961.97 0.279464 34567.3
2.57545 -622.244 154.915 487.923 3813.86 0.284792 33821
2.57832 -621.161 150.179 480.3 3685.93 0.271896 32057.3
2.58119 -619.074 151.903 483.347 3786.01 0.271417 32846.9
2.58405 -618.323 148.913 477.774 3612.49 0.266446 31510
2.58692 -616.651 148.208 474.789 3616.05 0.263272 31319.9
2.58979 -615.349 146.164 472.047 3486.8 0.261032 30394
2.59265 -614.362 145.031 475.577 3504.9 0.254243 30121
2.59552 -610.924 143.388 469.2 3452.17 0.248431 29520.3
2.59839 -611.992 142.007 460.727 3432.75 0.242087 29085.6
2.60125 -610.024 141.267 461.846 3427.77 0.232414 28872.8
2.60412 -608.176 139.471 461.813 3390.23 0.228806 28280.8
2.60699 -607.744 141.202 462.375 3376.15 0.244149 28739.5
2.60985 -607.01 138.761 452.022 3331.17 0.23255 27948.6
2.61272 -605.166 137.855 444.265 3228.26 0.238357 27438.5
2.61559 -603.67 136.649 456.573 3209.9 0.226369 27068.7
2.61845 -601.842 135.338 430.166 3159.05 0.237946 26588.3
2.62132 -601.959 134.387 449.555 3156.31 0.214029 26333.7
2.62419 -599.216 133.53 444.203 3078.06 0.224737 25907.7
2.62705 -598.026 131.784 427.258 2981.86 0.223243 25200.6
2.62992 -597.173 129.574 422.087 3026.5 0.201748 24748.9
2.63279 -595.737 130.33 424.219 3007.96 0.207194 24905.2
2.63565 -595.027 129.562 428.045 2927.88 0.222134 24503.3
2.63852 -593.876 128.808 420.919 2940.9 0.201533 24351.2
2.64139 -591.036 128.294 419.565 2830.9 0.206982 23936.8
2.64425 -591.118 126.467 427.962 2819.68 0.21067 23449.9
2.64712 -589.029 126.496 415.351 2846.56 0.198197 23536.3
2.64999 -587.816 123.608 408.331 2723.23 0.189587 22495.4
2.65285 -586.317 121.785 408.398 2667.48 0.190012 21908.1
2.65572 -585.818 122.829 415.985 2663.99 0.198125 22161.8
2.65859 -585.019 122.27 412.021 2655.04 0.193416 22008.5
2.66145 -583.667 120.924 405.809 2601.22 0.190745 21545.5
2.66432 -581.294 119.243 413.05 2582.59 0.175176 21099.8
2.66719 -581.569 119.153 405.646 2545.15 0.179988 20985.7
2.67005 -579.432 117.401 386.64 2525.7 0.165495 20526.7
2.67292 -579.906 116.869 383.662 2484.46 0.166568 20299
2.67579 -578.427 116.807 398.853 2528.47 0.175193 20409.6
2.67865 -576.801 115.319 393.625 2431.88 0.167406 19812.7
2.68152 -575.4 114.165 381.329 2378.16 0.165489 19410.7
2.68439 -575.748 114.923 382.085 2370.53 0.174365 19570.8
2.68725 -573.9 112.773 387.485 2368.53 0.149619 19082.5
2.69012 -572.404 111.648 383.445 2329.92 0.156993 18733
2.69299 -572.083 111.86 370.145 2293.2 0.168401 18688.3
2.69585 -569.122 111.765 383.072 2301.46 0.153873 18695.7
2.69872 -569.194 110.35 375.786 2243.37 0.16102 18231.4
2.70159 -568.042 108.319 367.828 2173.01 0.143259 17603.5
2.70445 -566.393 108.606 364.868 2178.2 0.157387 17686.1
2.70732 -566.434 108.225 363.754 2121.09 0.163947 17455.1
2.71019 -565.397 108.826 361.457 2145.37 0.151884 17657.5
2.71305 -563.34 107.118 363.347 2122.92 0.143378 17233.9
2.71592 -562.548 105.924 364.632 2082.44 0.143795 16875.6
2.71879 -559.602 104.544 352.176 2029.73 0.139276 16447.9
2.72165 -561.202 104.679 352.836 2069.93 0.131194 16591.3
2.72452 -559.071 104.272 355.07 2035.8 0.137484 16419.3
2.72739 -559.027 104.331 354.161 2024.61 0.132701 16406.9
2.73025 -557.039 102.949 341.012 1983.34 0.138224 16013.6
2.73312 -556.69 104.113 354.935 2005.54 0.132419 16320.8
2.73599 -556.002 102.422 358.081 1984.34 0.118658 15919.3
2.73885 -553.781 100.517 334.434 1878.86 0.129981 15249.6
2.74172 -553.694 100.588 343.751 1889.69 0.134083 15298.9
2.74459 -552.346 100.476 349.981 1912.22 0.128878 15343.8
2.74745 -551.009 100.59 346.471 1879.6 0.126485 15282.5
2.75032 -549.737 98.8484 340.388 1816.78 0.123917 14767.7
2.75319 -548.964 98.5038 325.446 1825.47 0.117075 14728.9
2.75605 -548.397 98.2948 336.71 1807.8 0.112292 14644.3
2.75892 -547.831 97.0592 345.094 1784.15 0.116414 14342.8
2.76179 -546.094 96.9002 333.637 1764.15 0.122452 14261.9
2.76465 -546.205 96.9054 331.014 1728.81 0.119634 14170.2
2.76752 -545.641 96.602 330.296 1775.6 0.11274 14246
2.77039 -543.228 95.0352 324.091 1706.06 0.0924885 13758.1
2.77325 -541.897 94.3946 327.009 1713.17 0.100026 13661.4
2.77612 -542.056 94.8672 324.259 1639.26 0.128318 13550.6
2.77899 -540.995 94.068 326.48 1725.68 0.0854766 13644.4
2.78185 -540.09 94.684 318.41 1668.13 0.120277 13605.6
2.78472 -538.672 93.5218 326.084 1647.91 0.100045 13335.3
2.78759 -537.439 92.944 316.042 1591.98 0.116297 13076.4
2.79045 -535.961 91.954 316.105 1629.17 0.0881221 13001.7
2.79332 -536.327 92.4856 309.755 1598.34 0.10495 13018.3
2.79619 -535.133 92.096 316.246 1586.67 0.114471 12918.3
2.79905 -534.734 91.3986 317.215 1582.47 0.0916394 12783.1
2.80192 -532.903 90.3478 313.549 1567.35 0.091671 12554.3
2.80479 -531.727 90.6746 309.516 1519.31 0.112918 12483.2
2.80765 -531.593 89.7596 315.367 1546.38 0.0872679 12398.5
2.81052 -531.281 90.285 304.986 1497.54 0.113696 12360.3
2.81339 -528.937 88.5894 302.422 1478.66 0.0854751 12008.1
2.81625 -527.933 87.5876 302.673 1442.14 0.0928818 11733
2.81912 -527.992 87.7268 303.974 1459.71 0.0888621 11811.1
2.82199 -525.843 88.1878 293.655 1427.31 0.112017 11804.9
2.82485 -526.568 87.0658 296.419 1447.94 0.081565 11670.7
2.82772 -524.268 86.2806 298.426 1411.1 0.0799949 11434.5
2.83059 -524.915 86.6834 300.28 1397.09 0.102126 11468.6
2.83345 -522.522 85.914 296.861 1411.78 0.0745479 11381.4
2.83632 -522.857 85.7536 293.799 1368.79 0.0863766 11236
2.83919 -520.668 84.9494 292.983 1363.6 0.0719986 11087.9
2.84205 -521.804 84.0816 287.127 1335.25 0.0785646 10864.6
2.84492 -519.209 84.556 296.867 1333.42 0.0866542 10943.2
2.84779 -518.962 85.1402 294.389 1343.1 0.0925953 11073.7
2.85065 -518.291 83.4272 289.968 1336.7 0.0683297 10770.6
2.85352 -517.288 83.8528 288.859 1322.86 0.0780617 10806.1
2.85639 -516.512 83.446 282.111 1305.42 0.0815282 10692
2.85925 -516.134 82.7928 288.274 1302.29 0.0658832 10578.2
2.86212 -514.697 82.6188 276.42 1266.54 0.0968914 10450.8
2.86499 -514.056 81.8754 278.47 1278.32 0.0775013 10366
2.86785 -512.263 82.1782 285.931 1253.16 0.0906784 10347.1
2.87072 -513.136 81.328 286.025 1246.32 0.0719749 10192.1
2.87359 -512.245 80.7826 282.432 1229.38 0.0907532 10058.6
2.87645 -511.201 80.8644 279.425 1237.26 0.06425 10098
2.87932 -509.296 79.7668 278.645 1212.9 0.0600086 9855.07
2.88219 -508.929 79.702 286.9 1220.93 0.0455888 9871.34
2.88505 -506.963 80.8024 276.027 1228.69 0.0714589 10073.9
2.88792 -507.857 80.1336 276.77 1184.6 0.0890829 9842.43
2.89079 -506.459 79.6554 278.01 1183.7 0.0704879 9766.8
2.89365 -504.889 78.4578 277.684 1193.11 0.039295 9608.08
2.89652 -504.507 78.7506 271.689 1165.31 0.0775905 9576.99
2.89939 -503.572 77.6268 271.932 1120.78 0.0758746 9275.48
2.90225 -501.971 77.6564 272.066 1113.61 0.0699501 9262.51
2.90512 -503.154 79.0758 275.107 1157.17 0.0800374 9614.71
2.90799 -501.439 77.3904 274.182 1141.55 0.0588799 9308.89
2.91085 -500.188 77.2594 263.973 1090.13 0.0730514 9142.23
2.91372 -500.141 77.395 266.663 1102.19 0.0777965 9201.46
2.91659 -499.108 77.402 269.736 1116.37 0.0658215 9247.06
2.91945 -498.461 76.7622 271.048 1114.08 0.0540315 9144.93
2.92232 -498.219 75.6274 267.804 1085.24 0.0705922 8890.92
2.92519 -497.123 75.032 257.853 1049.45 0.0523362 8699.63
2.92805 -495.082 75.4918 261.941 1076.02 0.0458188 8849.65
2.93092 -495.199 74.9248 255.517 1068.09 0.0385806 8744.22
2.93379 -494.849 75.2988 256.754 1054.15 0.0592356 8762.55
2.93665 -494.472 74.8664 256.155 1041.46 0.0516959 8663.38
2.93952 -492.608 73.4038 253.983 1008.94 0.0469158 8353.93
2.94239 -491.609 74.4602 250.427 1020.81 0.0659442 8547.95
2.94525 -490.89 74.3574 251.208 1004.3 0.0795293 8486.94
2.94812 -490.876 73.3902 257.793 983.979 0.0629207 8287.01
2.95099 -490.716 73.2644 250.883 1001.83 0.0603631 8324.05
2.95385 -490.302 73.1954 264.895 994.712 0.0569177 8295.8
2.95672 -488.838 72.9636 258.29 1016.47 0.0384412 8329.11
2.95959 -487.753 72.8772 252.31 956.012 0.0815479 8140.49
2.96245 -487.446 72.1412 248.313 945.465 0.0718084 8005.25
2.96532 -486.706 72.7418 250.804 960.308 0.070508 8138.99
2.96819 -486.021 73.506 252.141 963.59 0.0902775 8263.25
2.97105 -484.891 72.3782 246.683 970.258 0.0594085 8121.29
2.97392 -485.313 72.2766 245.62 960.597 0.058564 8080.65
2.97679 -483.257 70.8896 251.112 930.97 0.0468447 7796.63
2.97965 -483.416 71.1216 241.039 919.512 0.0699466 7798.11
2.98252 -482.305 70.523 244.755 903.947 0.0590109 7669.53
2.98539 -481.94 71.1914 238.836 940.618 0.047089 7876.32
2.98825 -480.423 70.0236 241.732 892.469 0.0495174 7570.23
2.99112 -480.178 70.2744 243.269 896.482 0.068127 7619.98
2.99399 -478.654 69.088 250.521 884.529 0.0488976 7421.42
2.99685 -478.179 71.212 242.739 900.857 0.0774138 7770.88
2.99972 -478.835 69.4122 232.113 872.016 0.071172 7433.85
3.00259 -476.345 68.6606 238.998 882.224 0.0555774 7363.23
3.00545 -477.341 69.4086 235.73 873.037 0.0595382 7441.43
3.00832 -476.141 68.862 235.682 865.04 0.0502441 7344.29
3.01119 -475.36 68.474 235.738 861.176 0.0510573 7281.85
3.01405 -474.99 69.2508 236.907 870.525 0.0601169 7419.48
3.01692 -473.306 68.3248 236.935 873.234 0.0160474 7302.75
3.01979 -472.962 68.0418 234.057 843.275 0.0585859 7176.2
3.02265 -471.626 67.561 231.52 836.712 0.0447127 7093.58
3.02552 -471.558 67.4836 236.106 823.949 0.0503328 7046.91
3.02839 -471.948 67.414 228.687 825.91 0.0560708 7045.82
3.03125 -469.502 67.079 225.513 823.354 0.0441307 6995.38
3.03412 -469.201 66.9638 228.566 820.009 0.0378778 6972.15
3.03699 -469.977 66.906 224.515 817.899 0.0560856 6960.36
3.03985 -468.726 66.8938 231.883 833.736 0.032395 7009.21
3.04272 -468.726 67.7994 226.292 822.058 0.0555687 7098.05
3.04559 -467.507 66.9984 222.327 808.5 0.0531179 6951.14
3.04845 -466.365 65.8364 226.239 789.173 0.0351628 6740.19
3.05132 -466.47 66.1074 225.444 802.397 0.0320135 6818.56
3.05419 -465.125 65.3236 222.385 773.157 0.0331363 6628.54
3.05705 -463.67 66.2526 221.782 777.972 0.0696779 6767.71
3.05992 -463.15 64.9968 226.95 765.05 0.0406895 6565.57
3.06279 -462.934 66.076 220.618 780.96 0.0540433 6757.95
3.06565 -462.284 65.3652 223.63 758.302 0.061334 6597.3
3.06852 -461.281 64.934 220.757 745.034 0.0541787 6502.58
3.07139 -460.984 64.4342 216.474 762.997 0.035964 6495.23
3.07425 -460.266 64.8254 220.341 770.35 0.0341717 6570.58
