T Eprom Mprom Cv Xs Ub M2prom
2.03815 -687.726 359.844 319.905 193.665 0.663042 129883
2.04159 -686.336 358.829 328.138 217.82 0.662636 129203
2.04503 -685.013 358.494 338.145 217.017 0.66264 128961
2.04847 -684.652 358.41 327.254 213.103 0.662679 128894
2.05191 -683.062 357.25 333.021 232.189 0.66235 128104
2.05535 -682.52 357.237 325.552 214.962 0.662588 128060
2.05879 -681.697 356.951 335.874 220.602 0.662475 127868
2.06223 -679.594 355.726 328.508 233.285 0.662227 127022
2.06567 -678.643 355.301 334.922 249.485 0.66203 126754
2.06911 -678.005 354.988 342.234 253.35 0.661923 126541
2.07255 -676.17 353.779 350.158 278.977 0.661468 125738
2.07599 -675.42 353.576 348.115 259.74 0.661636 125555
2.07943 -674.271 352.961 355.617 288.923 0.661307 125182
2.08287 -672.92 352.293 355.862 293.569 0.661213 124722
2.08631 -672.406 352.068 352.903 277.384 0.661282 124530
2.08975 -670.616 350.837 361.957 304.94 0.66085 123724
2.09319 -669.106 349.831 358.921 335.551 0.660391 123084
2.09663 -667.906 349.706 366.047 313.248 0.660627 122951
2.10007 -666.465 349.123 366.385 318.884 0.660544 122556
2.10351 -664.982 347.85 376.28 361.347 0.659919 121760
2.10695 -665.229 347.989 375.712 359.556 0.659909 121854
2.11039 -662.616 346.548 385.082 392.24 0.659459 120924
2.11383 -661.74 346.047 380.038 376.526 0.659457 120544
2.11727 -659.827 344.936 385.415 426.666 0.658897 119884
2.12071 -659.637 344.813 389.281 412.963 0.658939 119772
2.12415 -656.929 343.305 389.896 419.981 0.658551 118750
2.12759 -655.811 342.226 397.794 482.809 0.657901 118146
2.13103 -654.842 341.892 407.082 479.323 0.657696 117911
2.13447 -652.738 340.641 415.188 505.653 0.657237 117115
2.13791 -651.626 340.186 408.174 490.298 0.657323 116774
2.14135 -650.88 339.384 421.053 543.302 0.656681 116345
2.14479 -649.408 338.43 426.419 551.463 0.6564 115718
2.14823 -647.507 337.6 423.675 521.646 0.656425 115094
2.15167 -647.205 337.167 418.578 577.185 0.656055 114924
2.15511 -644.744 335.39 440.64 636.523 0.65489 113858
2.15855 -642.811 334.16 438.378 608.504 0.654797 112976
2.16199 -641.578 333.441 447.052 631.634 0.65433 112548
2.16543 -640.78 333.447 448.23 601.747 0.654642 112490
2.16887 -639.543 332.002 446.864 676.87 0.653675 111693
2.17231 -637.962 331.076 454.204 677.32 0.653297 111083
2.17575 -636.018 330.231 449.713 683.509 0.653315 110539
2.17919 -633.254 327.754 463.992 795.643 0.651551 109156
2.18263 -632.226 327.113 467.163 800.954 0.651269 108751
2.18607 -630.892 326.308 469.787 795.379 0.651069 108216
2.18951 -629.149 325.02 480.286 850.417 0.650292 107500
2.19295 -628.102 324.046 476.177 859.427 0.649945 106891
2.19639 -625.923 322.929 475.69 850.793 0.649689 106152
2.19983 -625.197 322.008 485.285 930.264 0.648565 105735
2.20327 -622.652 319.821 493.709 986.78 0.647263 104460
2.20671 -621.058 318.83 492.396 1011.6 0.646893 103885
2.21015 -618.517 317.304 519.501 1036.37 0.645983 102972
2.21359 -618.253 317.081 503.579 1025.46 0.646059 102810
2.21703 -615.705 314.429 504.658 1110.18 0.644118 101327
2.22047 -613.546 313.223 514.707 1113.81 0.643742 100582
2.22391 -613.476 313.293 507.605 1119.82 0.643888 100643
2.22735 -610.758 311.107 518.041 1180.4 0.642573 99416.5
2.23079 -609.022 309.254 516.741 1245.37 0.641046 98415.9
2.23423 -606.489 306.927 536.864 1367.74 0.638925 97259.9
2.23767 -607.047 307.735 527.243 1304.43 0.639848 97620
2.24111 -603.142 304.668 517.124 1352.11 0.638573 95852.6
2.24455 -600.896 303.122 538.98 1384.68 0.637317 94990.8
2.24799 -600.131 302.025 537.383 1428.45 0.636361 94430
2.25143 -598.415 300.168 546.479 1533.57 0.634729 93553.5
2.25487 -597.82 300.463 548.489 1448.76 0.635407 93544.5
2.25831 -596.81 299.62 547.136 1496.17 0.634565 93150.7
2.26175 -592.466 295.078 559.257 1654.6 0.630951 90813.2
2.26519 -590.278 293.981 548.061 1603.27 0.630662 90056.8
2.26863 -589.538 293.358 547.804 1614.55 0.630445 89721.5
2.27207 -587.856 291.191 559.911 1741.6 0.627887 88749.2
2.27551 -585.734 289.662 545.805 1706.81 0.627786 87788.2
2.27895 -583.436 287.849 548.769 1728.12 0.6269 86795.1
2.28239 -580.46 284.729 571.776 1829.32 0.623401 85245.8
2.28583 -579.644 283.567 567.476 1907.3 0.621984 84769.8
2.28927 -578.258 283.164 563.934 1875.37 0.62181 84475
2.29271 -576.944 281.488 567.048 1895 0.620431 83579.9
2.29615 -574.767 278.923 563.535 2011.51 0.618211 82416.8
2.29959 -572.568 278.003 561.91 1999.6 0.618007 81884
2.30303 -570.009 274.514 567.344 2111.56 0.61407 80221
2.30647 -569.128 273.575 566.307 2129.34 0.613308 79754.3
2.30991 -565.345 270.422 566.892 2155.3 0.610587 78106.6
2.31335 -567.537 271.947 563.382 2183.44 0.611771 79006.2
2.31679 -562.932 268.137 571.069 2212.36 0.608608 77023.1
2.32023 -561.17 265.455 567.806 2300 0.605631 75803.1
2.32367 -558.788 263.14 563.316 2326.15 0.603357 74647.6
2.32711 -557.132 261.859 576.853 2386.84 0.601876 74124.6
2.33055 -555.524 261.734 584.817 2285.99 0.602723 73832.4
2.33399 -553.464 257.749 576.578 2455.59 0.597595 72166.1
2.33743 -551.246 255.99 569.012 2456.32 0.596674 71272.1
2.34087 -550.176 254.822 565.327 2434.8 0.595454 70634
2.34431 -547.887 252.549 566.393 2473.71 0.593127 69580.1
2.34775 -545.883 250.12 559.928 2524.25 0.590473 68486.5
2.35119 -544.358 248.896 555.605 2523.18 0.589552 67881.5
2.35463 -542.874 247.816 556.468 2508.63 0.588179 67319.5
2.35807 -540.577 245.036 567.971 2637.67 0.58394 66262.5
2.36151 -538.21 242.929 550.216 2619.15 0.582446 65199.5
2.36495 -537.41 242.157 539.268 2591.57 0.582727 64768.9
2.36839 -534.427 238.373 562.832 2692.09 0.576246 63197.5
2.37183 -532.944 236.599 550.536 2712.12 0.574088 62411.7
2.37527 -531.913 235.288 559.994 2750.19 0.571112 61892.9
2.37871 -528.606 231.898 569.383 2780.43 0.568132 60390.6
2.38215 -528.394 231.726 537.087 2741.57 0.568113 60227.8
2.38559 -525.851 229.358 552.465 2769.67 0.564956 59212.3
2.38903 -523.226 226.109 545.612 2856.98 0.560433 57950.6
2.39247 -522.325 225.532 559.278 2901.85 0.559151 57807.2
2.39591 -521.916 224.334 546.48 2885.5 0.557511 57239.2
2.39935 -518.76 221.368 534.129 2858.62 0.553589 55862.7
2.40279 -516.878 219.316 540.287 2862.77 0.551102 54977.9
2.40623 -514.65 217.247 532.85 2903.68 0.548556 54183.3
2.40967 -513.462 215.549 536.817 2881.09 0.547038 53403.9
2.41311 -512.564 215.149 525.235 2857.94 0.546668 53185.7
2.41655 -509.917 211.216 518.751 2928.55 0.538137 51689.3
2.41999 -510.052 211.932 539.571 2939.68 0.53939 52029.1
2.42343 -505.177 206.829 521.295 2972.08 0.531167 49981
2.42687 -503.63 204.004 520.233 2993.66 0.527319 48882.9
2.43031 -501.726 202.246 516.578 2976.98 0.523788 48138.5
2.43375 -501.426 200.81 517.739 3036.83 0.519669 47715.5
2.43719 -499.326 198.676 516.823 3008.49 0.517435 46804.4
2.44063 -496.422 195.589 507.093 3024.72 0.511865 45637.1
2.44407 -494.502 193.544 497.137 2976.45 0.5102 44734
2.44751 -492.199 190.846 492.659 3006.9 0.504389 43781.4
2.45095 -492.794 191.997 493.575 2993.27 0.505655 44199.3
2.45439 -491.739 190.426 493.399 3000.26 0.503742 43625.8
2.45783 -488.916 188.023 490.018 2950.42 0.499931 42604.3
2.46127 -488.272 186.755 484.68 2955.73 0.498234 42152.3
2.46471 -485.28 183.561 471.834 2992.41 0.489443 41070
2.46815 -483.558 181.45 463.501 2916.45 0.488698 40122.4
2.47159 -482.711 180.194 476.709 2992.95 0.481879 39867.3
2.47503 -480.833 177.342 470.413 3003.03 0.474948 38882.7
2.47847 -479.126 175.487 471.689 2960.91 0.472204 38134.2
2.48191 -477.742 175.032 461.472 2900.03 0.472664 37833.7
2.48535 -475.845 172.266 461.218 2973.98 0.46468 37067
2.48879 -473.377 170.244 435.146 2826.61 0.464139 36017.7
2.49223 -472.518 168.131 445.831 2868.16 0.455934 35416.1
2.49567 -471.959 169.034 446.292 2887.15 0.459893 35777.7
2.49911 -469.563 164.563 445.872 2893.03 0.445518 34311
2.50255 -468.744 164.441 445.255 2869.03 0.446357 34220.7
2.50599 -467.296 162.259 436.542 2868.29 0.440966 33515.8
2.50943 -465.753 160.854 427.662 2837.55 0.439393 32994.7
2.51287 -464.415 158.94 431.754 2834.91 0.431123 32385.7
2.51631 -460.866 155.856 427.484 2799.87 0.424182 31336.4
2.51975 -461.745 157.65 421.832 2747.6 0.431616 31776.6
2.52319 -460.194 155.074 417.411 2758.99 0.423727 31009.3
2.52663 -457.633 152.163 425.036 2714.86 0.416729 30012.9
2.53007 -457.426 150.914 406.749 2731.13 0.411383 29684.9
2.53351 -454.921 148.552 408.928 2681.27 0.404869 28860.6
2.53695 -453.876 147.705 414.643 2688.28 0.40048 28636.8
2.54039 -452.857 146.415 380.775 2577.3 0.405811 27984.8
2.54383 -452.146 145.832 389.641 2625.83 0.398642 27946.7
2.54727 -449.088 144.169 404.543 2584.58 0.394134 27368.4
2.55071 -448.338 141.845 382.018 2572.79 0.386617 26682.4
2.55415 -447.637 141.722 384.996 2540.24 0.390084 26573.2
2.55759 -446.416 140.703 386.307 2551.93 0.382129 26324.2
2.56103 -444.346 137.013 378.345 2482.47 0.373531 25130.3
2.56447 -442.956 135.982 372.686 2463.64 0.370563 24809.1
2.56791 -442.56 136.795 382.033 2464.04 0.369695 25040.2
2.57135 -439.868 133.566 355.719 2375.92 0.36429 23949.1
2.57479 -438.291 130.764 364.717 2425.57 0.345414 23344.5
2.57823 -437.562 130.667 359.535 2348.12 0.350443 23127.8
2.58167 -436.781 129.769 349.503 2368.55 0.346281 22954.7
2.58511 -436.365 127.923 360.195 2340.14 0.340419 22413.9
2.58855 -433.858 127.506 347.585 2281.41 0.342855 22163.2
2.59199 -433.712 126.63 340.403 2240.19 0.342908 21841.7
2.59543 -432.914 126.363 357.117 2278.1 0.335496 21880.2
2.59887 -430.219 123.493 347.046 2220.73 0.323558 21021.8
2.60231 -429.373 122.378 336.724 2188.82 0.325833 20672.3
2.60575 -428.24 120.221 337.619 2198.53 0.311735 20182
2.60919 -426.328 118.48 338.489 2134.67 0.305733 19607.3
2.61263 -425.197 118.687 337.257 2074.74 0.311114 19507.2
2.61607 -425.486 118.725 327.721 2135.06 0.305556 19681
2.61951 -422.904 116.174 325.197 2067.8 0.299339 18912.9
2.62295 -422.736 116.149 320.307 2026.67 0.303974 18806.4
2.62639 -420.764 114.533 320.569 2023.88 0.295968 18433.4
2.62983 -420.32 115.112 316.395 2011.55 0.299139 18540.9
2.63327 -418.842 113.256 318.938 1980.18 0.293972 18041.3
2.63671 -418.026 111.93 318.07 1965.69 0.284789 17711.4
2.64015 -417.102 110.656 310.232 1928.22 0.278752 17335.4
2.64359 -415.978 110.598 310.427 1937.38 0.276511 17353.5
2.64703 -415.036 108.612 303.632 1866.18 0.272347 16736.3
2.65047 -413.606 107.904 298.742 1857.58 0.269103 16566.8
2.65391 -412.709 107.09 294.426 1855.56 0.263987 16392.8
2.65735 -412.156 106.776 292.896 1801.21 0.27094 16187.6
2.66079 -411.655 106.48 291.806 1847.04 0.261792 16252.6
2.66423 -408.114 102.497 287.502 1751.89 0.237924 15173.1
2.66767 -408.046 102.617 287.835 1719.36 0.254917 15117
2.67111 -407.345 102.448 288.66 1708.23 0.252263 15058.5
2.67455 -407.566 103.907 291.777 1730.37 0.261417 15424.5
2.67799 -404.968 100.236 278.532 1644.03 0.238557 14450
2.68143 -403.36 99.3432 282.753 1642.04 0.23355 14272.1
2.68487 -402.578 98.371 279.578 1616.09 0.234451 14015.8
2.68831 -402.983 97.7406 283.023 1593.41 0.226756 13836.8
2.69175 -401.314 97.1548 273.874 1595.85 0.221204 13734.7
2.69519 -400.244 96.7272 268.468 1577.63 0.227224 13608.2
2.69863 -399.597 97.372 273.494 1579.52 0.225024 13743.8
2.70207 -399.101 95.6868 274.647 1578.82 0.216988 13422
2.70551 -396.208 94.183 267.36 1506.98 0.221915 12947.6
2.70895 -396.807 94.2312 264.788 1477.08 0.222187 12880.8
2.71239 -395.658 93.0512 264.489 1510.1 0.202792 12754.5
2.71583 -394.823 93.047 259.657 1456.42 0.219005 12613.1
2.71927 -394.751 92.1932 263.133 1466.42 0.200738 12487.2
2.72271 -391.714 90.914 260.936 1418.65 0.191337 12127.9
2.72615 -391.806 90.0844 255.77 1403.37 0.19981 11941
2.72959 -391.536 90.1308 249.06 1404.85 0.194958 11958.2
2.73303 -390.16 88.8266 252.439 1382.42 0.188505 11668.4
2.73647 -390.28 89.9626 261.193 1393.73 0.19464 11907.2
2.73991 -389.419 88.964 249.201 1376.95 0.19115 11687.3
2.74335 -387.6 87.2922 245.595 1315.01 0.19513 11227.5
2.74679 -387.234 87.1462 244.754 1319.72 0.183339 11219.4
2.75023 -385.29 85.1016 244.143 1290 0.173185 10790.1
2.75367 -385.412 86.6028 245.975 1292.23 0.184973 11058.4
2.75711 -383.544 85.217 238.314 1260.36 0.181101 10736.9
2.76055 -383.348 85.1032 247.335 1270.25 0.171793 10749.1
2.76399 -382.736 84.4274 246.734 1255.44 0.17354 10598
2.76743 -381.247 83.1594 243.277 1224.82 0.178095 10305.1
2.77087 -380.819 82.4294 237.745 1226.82 0.16143 10194
2.77431 -379.044 81.6182 235.511 1207.26 0.15813 10010.9
2.77775 -378.372 81.265 224.948 1160.94 0.176214 9828.78
2.78119 -377.572 81.0066 227.981 1151.42 0.162535 9764.38
2.78463 -377.663 80.6834 231.104 1164.9 0.154846 9753.61
2.78807 -376.67 79.357 232.015 1138.78 0.142488 9472.51
2.79151 -376.804 80.1576 228.759 1134.04 0.162077 9590.91
2.79495 -374.493 79.4418 223.923 1117.93 0.158261 9435.54
2.79839 -373.874 78.7836 226.636 1112.51 0.146354 9320.1
2.80183 -373.144 77.895 222.654 1088.63 0.142835 9117.77
2.80527 -372.275 77.8642 226.354 1078.14 0.146945 9087.29
2.80871 -371.16 76.7414 216.623 1061.16 0.148236 8869.73
2.81215 -371.659 78.0418 216.471 1075.29 0.151417 9114.38
2.81559 -370.854 76.7572 223.199 1061.26 0.133938 8879.74
2.81903 -370.3 76.1538 216.145 1030.34 0.145704 8703.95
2.82247 -368.576 75.1328 213.042 1029.19 0.131161 8549.78
2.82591 -367.336 74.4788 214.64 999.188 0.14012 8370.7
2.82935 -367.228 75.3554 214.61 1022.37 0.130198 8571.07
2.83279 -366.566 73.862 208.45 989.713 0.131293 8259.24
2.83623 -365.474 73.391 218.266 972.742 0.122196 8145.15
2.83967 -364.663 72.3688 206.621 945.812 0.118605 7923.03
2.84311 -364.377 73.75 210.742 969.518 0.13363 8195.5
2.84655 -363.815 73.0012 207.703 965.355 0.126495 8077.1
2.84999 -363.006 71.6168 205.951 936.373 0.1082 7797.61
2.85343 -362.87 72.4556 204.015 937.754 0.143407 7925.63
2.85687 -361.278 71.629 205.65 935.078 0.112901 7802.11
2.86031 -361.079 71.7366 204.753 908.415 0.127841 7744.48
2.86375 -360.547 71.4198 207.236 917.992 0.10731 7729.68
2.86719 -358.677 70.7884 198.388 902.228 0.108437 7597.85
2.87063 -358.202 69.661 203.427 875.471 0.124846 7365.8
2.87407 -358.263 70.2704 200.559 878.924 0.120766 7464.02
2.87751 -355.893 69.1006 198.572 862.427 0.109114 7256.53
2.88095 -356.618 69.698 193.101 872.641 0.111086 7371.84
2.88439 -356.149 69.7392 200.213 876.458 0.114541 7391.6
2.88783 -354.793 67.975 198.335 826.027 0.115068 7006.02
2.89127 -354.508 68.0508 195.705 851.5 0.0997772 7092.82
2.89471 -354.109 67.6864 192.984 837.281 0.105885 7005.13
2.89815 -352.841 68.2778 194.556 822.306 0.109795 7045.02
2.90159 -352.268 67.7022 191.378 829.989 0.107051 6991.87
2.90503 -351.858 67.495 194.257 820.026 0.0984652 6937.77
2.90847 -349.409 65.4136 187.672 771.019 0.114027 6521.42
2.91191 -349.912 66.206 187.469 780.561 0.109223 6656.15
2.91535 -349.519 66.2762 185.29 789.337 0.103535 6693.73
2.91879 -349.384 65.553 184.495 771.476 0.103256 6548.97
2.92223 -348.963 65.3672 184.19 774.032 0.0897761 6534.77
2.92567 -347.935 66.1432 186.994 789.337 0.099859 6684.26
2.92911 -347.754 65.321 188.146 754.061 0.102133 6475.56
2.93255 -345.971 64.3142 184.96 751.846 0.088268 6341.14
2.93599 -346.078 64.78 189.745 749.627 0.0948133 6397.34
2.93943 -344.688 63.3822 179.237 735.959 0.0934286 6180.6
2.94287 -343.165 62.9404 177.713 702.807 0.103647 6029.76
2.94631 -343.094 63.4394 183.12 729.701 0.0845132 6174.48
2.94975 -343.611 63.1942 181.888 714.401 0.0844778 6100.81
2.95319 -342.766 63.0112 180.128 711.977 0.0995286 6073.01
2.95663 -341.458 63.1612 176.877 717.14 0.0812533 6109.65
2.96007 -340.912 62.887 171.783 705.943 0.0935282 6044.41
2.96351 -340.248 62.85 174.694 693.104 0.11711 6004.14
2.96695 -340.155 61.8384 173.667 680.887 0.0997723 5844.14
2.97039 -338.586 61.6396 173.294 685.73 0.0918243 5836.32
2.97383 -340.063 61.688 169.699 670.42 0.0961718 5799.12
2.97727 -339.14 61.2728 171.808 682.944 0.07047 5787.66
2.98071 -337.609 60.8806 168.613 667.176 0.0825494 5695.1
2.98415 -336.301 60.0598 171.844 648.731 0.0881019 5543.09
2.98759 -335.752 59.7028 164.164 641.08 0.0639296 5479.71
2.99103 -336.24 59.7914 173.157 637.269 0.079638 5481.1
2.99447 -335.057 60.0332 173.56 643.598 0.0816776 5531.22
2.99791 -335.146 59.5926 162.278 621.466 0.10182 5414.37
3.00135 -333.487 59.2784 171.152 627.554 0.0734249 5397.44
3.00479 -333.394 59.684 168.377 641.769 0.0709242 5490.56
3.00823 -332.53 58.7472 171.443 632.561 0.0732734 5354.12
3.01167 -331.855 58.213 164.484 600.004 0.0826233 5195.77
3.01511 -331.439 58.68 160.566 603.939 0.100924 5264.28
3.01855 -330.707 57.5172 163.241 595.59 0.0737931 5106.04
3.02199 -330.5 57.6406 161.747 605.064 0.0654233 5150.93
3.02543 -330.262 58.2864 162.352 605.502 0.06535 5229.21
3.02887 -329.381 57.48 159.724 595.295 0.0675773 5107.02
3.03231 -327.8 57.1978 158.871 581.928 0.068679 5036.17
3.03575 -327.9 57.5602 163.278 589.518 0.0738394 5102.8
3.03919 -327.658 58.0192 156.185 589.926 0.0815813 5159.12
3.04263 -327.531 57.1388 161.591 580.946 0.0721347 5032.44
3.04607 -326.536 57.1188 158.87 578.495 0.0794069 5024.69
3.04951 -326.012 56.666 158.575 557.818 0.0791337 4912.1
3.05295 -325.149 56.914 158.1 569.593 0.0680654 4978.14
3.05639 -324.548 56.7078 162.389 571.92 0.0685612 4963.78
3.05983 -324.473 55.9136 155.692 559.057 0.0612251 4836.95
3.06327 -323.118 55.9558 157.278 538.469 0.0920081 4780.52
3.06671 -323.26 55.5858 156.415 551.583 0.0654378 4781.32
3.07015 -322.379 55.8406 152.931 547.804 0.0724929 4800.01
3.07359 -321.472 55.1584 150.956 533.988 0.0672265 4683.71
3.07703 -321.705 54.8052 153.363 530.176 0.0726756 4634.97
3.08047 -320.817 54.0046 146.624 508.611 0.0628373 4483.26
3.08391 -319.646 54.2504 144.843 525.495 0.0588946 4563.68
3.08735 -318.98 54.1582 150.275 509.63 0.0700066 4506.51
3.09079 -319.248 54.247 147.335 511.385 0.067347 4523.32
3.09423 -318.979 53.1046 148.93 508.781 0.0260154 4394.38
3.09767 -319.172 54.5568 149.113 516.631 0.0684882 4576.79
3.10111 -317.991 54.225 153.561 519.869 0.0492662 4552.52
3.10455 -317.559 53.919 148.412 510.137 0.0771065 4491
3.10799 -317.014 53.4988 148.476 505.715 0.0612356 4433.88
3.11143 -315.727 53.691 150.589 514.581 0.0516997 4483.8
3.11487 -315.587 53.2746 142.966 489.929 0.0718585 4364.25
3.11831 -316.166 53.0478 148.188 503.085 0.0434807 4382.84
3.12175 -315.295 52.7798 146.298 484.075 0.0656485 4296.87
3.12519 -313.937 52.3466 142.278 476.734 0.066633 4230.05
3.12863 -314.144 51.978 144.226 459.827 0.0716413 4140.34
3.13207 -312.898 52.47 143.008 495.153 0.0522866 4303.95
3.13551 -312.571 51.8502 140.693 467.212 0.0439589 4153.39
3.13895 -312.656 52.0392 139.26 464.336 0.0792216 4165.6
3.14239 -311.32 52.1594 140.651 468.358 0.0589864 4192.36
3.14583 -310.808 50.7788 143.422 466.454 0.0257 4045.87
3.14927 -310.636 52.1306 137.771 468.175 0.0837043 4192.01
3.15271 -310.185 51.2708 141.384 463.108 0.0434031 4088.74
3.15615 -309.74 50.9088 136.111 457.592 0.0436375 4035.93
3.15959 -309.271 50.8864 139.315 451.273 0.0554973 4015.26
3.16303 -308.866 51.2282 136.807 457.666 0.0453774 4071.94
3.16647 -308.311 50.8832 139.549 452.009 0.0379874 4020.37
3.16991 -306.998 50.6766 138.202 444.616 0.0580095 3977.51
3.17335 -307.356 50.509 134.865 444.539 0.0494583 3961.84
3.17679 -307.018 50.5234 133.995 434.924 0.0682137 3934.28
3.18023 -305.654 50.402 134.517 433.29 0.0688989 3918.32
3.18367 -305.799 49.9666 132.48 430.481 0.0499391 3867.17
3.18711 -304.82 49.588 131.448 424.135 0.0414377 3810.73
3.19055 -304.122 50.3422 133.516 429.857 0.0678476 3905.82
3.19399 -304.659 50.4228 138.036 435.73 0.0579642 3934.17
3.19743 -303.891 48.9542 135.536 418.585 0.050638 3734.91
3.20087 -303.604 49.493 129.74 419.856 0.0449674 3793.46
3.20431 -302.774 48.9834 133.587 407.742 0.055206 3705.9
3.20775 -302.369 49.3614 135.185 414.505 0.0619327 3766.17
3.21119 -301.826 49.3998 131.777 420.569 0.0467588 3790.87
3.21463 -302.136 48.8822 131.698 410.573 0.0548376 3709.31
3.21807 -300.617 49.0042 131.249 414.785 0.0364078 3736.22
3.22151 -301.071 49.3188 134.837 415.217 0.0629145 3769.97
3.22495 -300.612 48.602 128.706 404.104 0.0525029 3665.37
3.22839 -299.132 48.2264 129.065 397.989 0.0536295 3610.65
3.23183 -299.391 48.414 129.051 404.835 0.0439157 3652.27
